0	1	date
13.4	52.516667	3398362
10	53.55	1733846
11.5833	48.15	1246133
6.95	50.933333	968823
8.683333	50.116667	648034
7.45	51.516667	594255
9.183333	48.766667	591688
6.766667	51.216667	577139
7.016667	51.45	576914
8.8	53.083333	546429
9.716667	52.366667	519144
6.75	51.433333	505271
11.068333	49.447778	497593
12.333333	51.3	492637
13.75	51.05	480801
7.216667	51.483333	387061
7.183333	51.266667	363240
8.533333	52.033333	327198
7.1	50.733333	314081
8.464722	49.488333	309626
8.385833	49.004722	284786
7.633333	51.966667	272452
8.25	50.083333	272337
7.05	51.516667	271647
6.433333	51.2	264969
10.883333	48.366667	261842
6.105278	50.770833	251104
12.916667	50.833333	246654
10.533333	52.266667	245259
6.566667	51.333333	239908
10.133333	54.333333	235264
12	51.5	232452
11.666667	52.166667	224428
6.85	51.466667	220916
7.85	48	213920
10.7	53.866667	213171
7.466667	51.35	199497
12.133333	54.083333	196833
11.033333	50.983333	196719
9.5	51.316667	193117
8.271111	50	187940
7.8	51.683333	186289
7	49.233333	181779
7.216667	51.55	173121
6.883333	51.433333	172779
8.05	52.266667	165372
7.083333	51.183333	165192
8.435278	49.481111	162514
8.2	53.166667	160347
6.983333	51.016667	159088
6.683333	51.2	152975
13.066667	52.4	145291
8.7	49.416667	144703
8.766667	51.716667	143096
8.649444	49.870556	139757
9.936111	49.787778	134499
12.095556	49.015	129643
9.933333	51.533333	123570
10.8	52.433333	123184
7.2	51.616667	122727
9.22	49.140278	121822
6.916667	51.516667	120829
10	48.4	120745
8.766667	50.1	120641
11.433333	48.766667	120598
8.7	48.883333	120366
8.583333	53.55	119688
7.2	51.183333	118230
14.333333	51.766667	115246
9.216667	48.483333	113625
10.966667	49.466667	112959
10.333333	52.083333	111622
6.65	51.45	109167
8.033333	50.866667	108228
7.6	50.35	108146
7.133333	50.983333	106611
12.083333	50.866667	104463
9.966667	52.15	102958
11.003889	49.589722	102781
7.333333	51.433333	101122
6.633333	49.75	100649
12.5	50.733333	99343
11.583333	50.933333	99269
7.75	49.45	98947
7.7	51.366667	98190
8.383333	51.9	96332
11.383333	53.633333	96329
6.483333	50.8	92956
9.3	48.75	92710
6.85	51.3	92306
7.516667	51.616667	91912
7.083333	51.65	91262
8.916667	50.133333	89938
7.05	51.333333	88876
9.183333	48.9	87855
9.433333	54.783333	85158
8.133333	53.516667	84209
9.05	48.533333	83815
8.916667	52.283333	83402
8.45	48.066667	82286
8.359722	49.635556	82104
9.183333	47.666667	81951
6.966667	51.666667	80180
7.616667	51.216667	80045
9.983333	54.066667	79429
8.766667	50.816667	79300
7.316667	51.55	78587
8.083333	51.383333	77415
6.983333	51.566667	77264
6.383333	51.25	76771
12.25	51.833333	76628
7.45	52.283333	76474
8.616667	53.05	75740
7.166667	50.816667	75641
12.55	52.416667	75507
8.883333	51.933333	74853
11.578333	49.948056	74840
6.6	51.833333	73872
10.4	53.25	73252
10.016667	53.7	72011
6.733333	51.566667	71632
10.083333	52.616667	71106
10.866667	49.866667	70471
12.133333	50.5	69378
9.149167	49.973889	69248
7.683333	51.533333	69138
8.35	51.666667	67638
10.1	48.833333	67593
13.266667	53.566667	67393
7.466667	50.433333	66901
8.683333	52.133333	65834
7.133333	51.6	65367
11.316667	50.983333	65113
6.583333	51.083333	64851
6.7	50.866667	64729
14.55	52.35	64399
6.833333	51.1	64129
6.65	50.966667	64082
9.666667	50.55	63851
9.6	52.416667	63354
10.316667	47.716667	61800
6.616667	51.666667	61768
9.016667	48.7	61686
9.783333	48.8	61379
12.15	48.533333	61131
12.133333	47.85	60768
8.435	49.9925	59911
9.35	52.1	59349
7.933333	48.483333	59109
7.8	51.433333	58939
6.233333	50.766667	58900
6.95	51.1	58803
7.166667	51.4	58076
9.666667	48.7	58021
9.483333	47.65	58005
13.1	54.3	57959
15	51.166667	57097
6.933333	51.166667	57036
7.183333	50.766667	56258
6.283333	50.816667	55888
8.766667	52.083333	55348
6.866667	50.866667	55217
7.916667	51.75	55112
6.666667	51.283333	55053
10.55	52.166667	54911
6.783333	50.666667	54855
8.25	48.75	54802
10.233333	50.05	54801
6.8	51	54209
9.3	48.833333	53515
7.55	51.033333	53244
7.083333	52.433333	52906
8.7	53.883333	52873
8.5	50.55	52869
7.633333	51.633333	52670
6.55	51.266667	52100
13.383333	54.1	51935
8.616667	50.216667	51923
10.016667	48.4	51654
7.216667	53.366667	51639
6.766667	50.816667	51606
7.316667	52.516667	51577
7.733333	52.266667	51305
13.483333	48.583333	51091
7.566667	51.45	50757
10.15	48.683333	50684
7.183333	49.35	50432
9.75	52.45	49958
10.233333	52.316667	49776
8.8	52.2	49698
6.15	51.783333	49448
11.916667	50.316667	49353
7	50.766667	49126
9.65	53.75	48744
8.116667	51.583333	48720
8.2	48.85	48452
9.616667	47.783333	48441
6.816667	50.916667	48198
6.9	51.216667	47908
7.3	51.833333	47899
7.664842	47.616288	47666
8.355	49.537222	47523
6.1	50.866667	47425
10.716667	50.95	47214
9.016667	48.25	47064
9.016667	48.683333	46830
8.35	52.2	46745
6.166667	50.883333	46558
8.833333	47.766667	46386
8.316667	51.833333	46378
9.016667	48.8	46276
7.666667	51.6	46076
7.033333	52.2	46061
7.283333	50.783333	45829
9.466667	52.5	45661
11.466667	53.9	45432
9.483333	53.6	45419
8.583333	52.2	45389
7.333333	49.316667	45010
11.862222	49.441389	44873
6.9	50.833333	44588
12.566667	48.883333	44504
9.966667	52.383333	44495
6.316667	51.083333	44479
10.316667	50.983333	44399
9.283333	48.8	44142
6.883333	51.083333	43905
8.833333	50.016667	43760
10.8	51.516667	43709
7.866667	48.35	43676
8.583611	49.128056	43615
9.216667	48.666667	43580
7.6	49.2	43539
10.433333	51.9	43461
10.616667	47.883333	43454
7.866667	49.833333	43317
13.233333	52.75	43275
10.7	50.6	43269
14.25	51.433333	43267
8.666111	49.548333	43217
13.366667	50.916667	43160
8.933333	48.466667	43117
6.283333	51.316667	42959
8.583333	50.2	42880
6.616667	51.233333	42876
10.55	52.483333	42699
10.966667	50.25	42413
6.083333	51.066667	42409
12.156667	49.6775	42387
11.733333	48.4	42322
9.416667	52.433333	42145
8.9	52.033333	42036
8.113333	49.2075	42031
9.133333	48.966667	41979
8.666667	52.183333	41805
6.85	49.25	41799
14.433333	51.183333	41606
9.966667	53.4	41557
13.833333	52.833333	41384
7.183333	50.683333	41248
10.166667	47.983333	41210
6.866667	51.85	41179
8.7	50	41054
9.35	48.633333	41002
7.483333	53.466667	40987
10.583333	49.3	40822
9.8	53.65	40679
9.8	52.316667	40245
9.45	48.65	40144
14.3	53.066667	40005
6.533333	51.5	39949
9.533333	48.8	39919
11.433333	48.266667	39815
6.216667	51.05	39765
13.933333	50.966667	39701
8.4	48.95	39635
8.616111	49.680278	39450
11.05	51.9	39391
6.966667	51.25	39371
7.766667	51.383333	39288
7.983333	51.95	39281
6.683333	51.6	39052
7	52.066667	38932
11.025556	49.329167	38921
7.2	50.8	38818
13.65	51.016667	38815
8.833333	50.15	38656
7.116667	49.283333	38654
